LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),( /frame),( ),(frame),( ),( ),( ),
ID554524 → ID554819,0,554524,554819,4.033744871237736,0.8680637330964363,1.9980306268381183,1.9980306268381183,6.5,192.20638527930976,251.0937947201971,0.0,
ID556828 → ID555918,0,556828,555918,0.05418896034859822,1.174795536768368,0.33302767070281863,0.33302767070281863,11.5,191.8242060632643,249.79439159075113,0.0,
ID556113 → ID556882,0,556113,556882,0.008490838322401804,2.356441509501501,0.21241561465486128,0.21241561465486128,14.5,192.6522466905272,249.97436662863572,0.0,
ID554819 → ID556111,0,554819,556111,17.56778952305343,3.0353397394558796,2.2633060132892955,2.2633060132892955,7.5,192.04188169378557,251.03649946237036,0.0,
ID556248 → ID556113,0,556248,556113,0.9040347897420692,3.1041310815600758,0.394801436738416,0.394801436738416,13.5,192.71659185739327,250.10262350936966,0.0,
ID556342 → ID556286,0,556342,556286,1.392438574993808,2.920313883516947,1.0046474681304203,1.0046474681304203,9.5,191.84747221106198,250.2996071603946,0.0,
ID561204 → ID561481,1,561204,561481,0.22745418679172766,0.4820086982997913,0.506322817646175,0.506322817646175,40.5,335.1132801934673,214.63938261315474,0.0,
ID567810 → ID568285,1,567810,568285,0.163337625686044,3.0862116918088836,0.32835163174458487,0.32835163174458487,83.5,340.31669671835556,214.4161302440197,0.0,
ID558235 → ID558222,1,558235,558222,2.1919516082719284,2.7834244522373317,0.7760279645675132,0.7760279645675132,23.5,332.81664192017433,215.5079044900496,0.0,
ID554763 → ID554597,1,554763,554597,0.08564412055284504,NaN,0.28603909446416675,0.28603909446416675,0.5,330.4858233799217,216.2181928039237,0.0,
ID562604 → ID562916,1,562604,562916,0.2757879162323032,2.0457638230227184,0.4080921673776309,0.4080921673776309,49.5,335.8818421790787,214.47665845204463,0.0,
ID557851 → ID558235,1,557851,558235,1.510008460388888,0.9214767151971428,1.1325130505776384,1.1325130505776384,22.5,333.02809075905003,215.63015765542025,0.0,
ID560154 → ID560176,1,560154,560176,0.34100297441027333,1.9257392207452257,0.05473167229487665,0.05473167229487665,33.5,334.4358564471504,214.70049989592277,0.0,
ID567765 → ID567810,1,567765,567810,0.5673972543219026,1.9020980743315372,0.4208499613299997,0.4208499613299997,82.5,340.36280563320474,214.4270335739476,0.0,
ID558780 → ID558700,1,558780,558700,1.7459932683785462,2.8790049085404896,1.1518506479817219,1.1518506479817219,25.5,333.23670226113967,215.20715058223584,0.0,
ID558801 → ID558943,1,558801,558943,1.040414299137251,2.5991284110154957,0.2859505042684893,0.2859505042684893,27.5,334.155664023389,216.13792602827505,0.0,
ID561792 → ID562320,1,561792,562320,2.5080304167602185,2.7875923295053417,1.0001013722525833,1.0001013722525833,45.5,335.9993894993895,215.43467643467642,0.0,
ID567263 → ID566528,1,567263,566528,0.2516602708373614,0.9468777438553722,0.3001307751151656,0.3001307751151656,75.5,338.93416618481444,214.2138038620457,0.0,
ID559210 → ID559590,1,559210,559590,3.9300770582662183,2.3483543794564445,1.4367497771025919,1.4367497771025919,29.5,334.5324856017338,215.86296282992285,0.0,
ID564394 → ID564799,1,564394,564799,0.027218780060266692,3.008342300656406,0.040423895059032,0.040423895059032,61.5,336.27846514571297,214.23750838363515,0.0,
ID554771 → ID556074,1,554771,556074,0.6110549427943759,2.6873505965210747,0.47692667820012624,0.47692667820012624,7.5,331.1417606485162,215.8554232081346,0.0,
ID555897 → ID556167,1,555897,556167,0.11139052699668484,1.8047921935455595,0.17959340999751955,0.17959340999751955,12.5,331.422792022792,215.56750410083743,0.0,
ID557560 → ID557717,1,557560,557717,1.5929531523044016,1.361735640674713,0.9140676150147475,0.9140676150147475,19.5,333.70737812504296,216.10281803625668,0.0,
ID563265 → ID562995,1,563265,562995,0.6482197115228419,3.033676481592795,0.5371399618841526,0.5371399618841526,51.5,335.711706844168,214.42073831263866,0.0,
ID554708 → ID555051,1,554708,555051,1.053135235775269,1.7606486724097188,0.9806201639909368,0.9806201639909368,4.5,330.90667886166574,216.49861504453023,0.0,
ID561777 → ID561792,1,561777,561792,1.5338908528833697,2.1931134609013205,1.2183827436790438,1.2183827436790438,44.5,335.78282020370625,215.38188358757978,0.0,
ID562511 → ID562604,1,562511,562604,0.04254263554849421,0.8807422152000997,0.25953550153838884,0.25953550153838884,48.5,335.96184213020217,214.64356155912833,0.0,
ID568003 → ID567765,1,568003,567765,0.7472558989962284,1.790607478724701,0.5482106293906308,0.5482106293906308,81.5,340.47381788404755,214.69078714172662,0.0,
ID554911 → ID554708,1,554911,554708,0.01945886563134281,0.06046558391117098,0.19324912171649153,0.19324912171649153,3.5,330.8019384905697,216.0286270454697,0.0,
ID560744 → ID560516,1,560744,560516,1.1062983106169335,3.0286411549245122,0.8893347157744655,0.8893347157744655,37.5,334.8135504990396,215.4472612779806,0.0,
ID565554 → ID565418,1,565554,565418,0.8944194087832059,1.0851722259738261,0.851183443124889,0.851183443124889,67.5,337.66602582428055,213.86007321644115,0.0,
ID558700 → ID558801,1,558700,558801,1.463031678208974,1.2719719352624694,1.170968836735563,1.170968836735563,26.5,334.04057934583307,215.68338804439975,0.0,
ID561481 → ID561657,1,561481,561657,0.34458412728645643,1.324159212159823,0.40281353935010716,0.40281353935010716,41.5,335.4628051774812,214.72531705720098,0.0,
ID560120 → ID560744,1,560120,560744,2.7981591420213334,3.120985806828076,1.02644266918204,1.02644266918204,36.5,334.76530699326133,215.51992946680875,0.0,
ID561657 → ID561556,1,561657,561556,0.005984306154868182,1.0305751360804183,0.24183039616080113,0.24183039616080113,42.5,335.69385740748254,214.88917959049382,0.0,
ID564209 → ID564287,1,564209,564287,0.06885916563637386,1.1364124617501334,0.18784592046404613,0.18784592046404613,58.5,336.1149817959425,214.11799191567843,0.0,
ID562320 → ID561759,1,562320,561759,0.14431492320649258,0.7048630855629148,0.3598565779551467,0.3598565779551467,46.5,335.828021978022,214.810077867625,0.0,
ID564799 → ID564818,1,564799,564818,0.05568646512061355,1.8577772445843117,0.23001657702360362,0.23001657702360362,62.5,336.3563397014101,214.15841967954645,0.0,
ID554597 → ID554933,1,554597,554933,0.46724703595910544,2.7783808257859723,0.3960477141266888,0.3960477141266888,1.5,330.40880122639265,216.24627111407307,0.0,
ID559924 → ID560154,1,559924,560154,2.875695851895571,1.8258478151200161,1.2909418579373513,1.2909418579373513,32.5,334.3343582875001,215.32883265414682,0.0,
ID562995 → ID563405,1,562995,563405,0.04897286009105325,2.420039461916535,0.09078387617632452,0.09078387617632452,52.5,335.94273034657647,214.47086816317585,0.0,
